,m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
819,5149,Wealth_Boss_Chapter3_02_01_03,10009,24,200,7,4300,50,260,24,270,22,131,95,176,44,0,m_ResistAilment_v_0,10076,10055,0,0,5149,m_EventDropRewards_v_0,92ca00000000ca3d4ccccda8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
820,5150,Wealth_Boss_Chapter3_02_02_03,10010,24,200,5,3100,50,205,24,185,22,126,95,176,44,0,m_ResistAilment_v_0,10077,10056,0,0,5150,m_EventDropRewards_v_0,92ca3e99999aca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
821,5010,Wealth_Boss_Chapter3_03_01,10011,20,200,15,12500,50,320,24,340,22,128,95,176,38,0,m_ResistAilment_v_0,10033,10042,450,3500,5010,m_EventDropRewards_v_0,92ca00000000ca3e147ae1a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
822,5151,Wealth_Boss_Chapter3_03_01_02,10011,22,200,17,13500,50,350,24,370,22,131,95,176,40,0,m_ResistAilment_v_0,10078,10047,500,3750,5151,m_EventDropRewards_v_0,92ca00000000ca3e147ae1a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
823,5152,Wealth_Boss_Chapter3_03_01_03,10011,24,200,18,14500,50,380,24,400,22,134,95,176,44,0,m_ResistAilment_v_0,10079,10048,550,4000,5152,m_EventDropRewards_v_0,92ca00000000ca3e147ae1a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
824,5011,Power_Boss_Chapter1_01_01,10013,1,200,4,436,31,102,14,102,14,82,91,91,10,0,m_ResistAilment_v_0,10002,10010,10,500,5011,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
825,5182,Power_Boss_Chapter1_01_02,10013,4,200,4,588,14,114,23,114,17,75,79,124,14,0,m_ResistAilment_v_0,10002,10010,10,500,5182,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
826,5183,Power_Boss_Chapter1_01_03,10013,6,200,4,780,14,124,26,124,19,75,79,124,14,0,m_ResistAilment_v_0,10002,10010,10,500,5183,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
827,5012,Power_Boss_Chapter1_02_01,10014,6,200,8,3150,14,110,14,120,11,86,60,107,14,0,m_ResistAilment_v_0,10005,10011,100,1000,5012,m_EventDropRewards_v_0,92cabdcccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d00000da001a,194,0,0,0.0
828,5155,Power_Boss_Chapter1_02_02,10014,10,200,10,4650,14,170,17,170,13,91,60,124,18,0,m_ResistAilment_v_0,10057,20184,125,1000,5155,m_EventDropRewards_v_0,92cabdcccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d00000da001a,194,0,0,0.0
829,5156,Power_Boss_Chapter1_02_03,10014,12,200,10,5560,14,190,19,190,15,96,64,131,26,0,m_ResistAilment_v_0,10058,20185,150,1000,5156,m_EventDropRewards_v_0,92cabdcccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d00000da001a,194,0,0,0.0
830,5014,Power_Boss_Chapter2_02_01,10016,14,200,7,5432,28,200,25,200,19,106,66,133,29,0,m_ResistAilment_v_0,10013,10013,200,1500,5014,m_EventDropRewards_v_0,92cabdcccccdca3e3851eca8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d10000da001a,194,0,0,0.0
831,5015,Power_Boss_Chapter2_02_02,10017,12,200,3,700,28,165,25,165,19,112,66,133,26,0,m_ResistAilment_v_0,10014,10014,0,0,5015,m_EventDropRewards_v_0,92ca3e99999aca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
832,5016,Power_Boss_Chapter2_02_01_02,10018,16,200,9,5732,28,210,29,210,22,106,66,145,32,0,m_ResistAilment_v_0,10059,20186,225,1650,5016,m_EventDropRewards_v_0,92cabdcccccdca3e3851eca8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d10000da001a,194,0,0,0.0
833,5017,Power_Boss_Chapter2_02_02_02,10019,14,200,4,786,28,175,29,175,22,112,66,145,29,0,m_ResistAilment_v_0,10060,20187,0,0,5017,m_EventDropRewards_v_0,92ca3e99999aca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
834,5018,Power_Boss_Chapter2_02_01_03,10020,18,200,9,5921,28,215,32,215,25,106,66,147,36,0,m_ResistAilment_v_0,10061,20188,250,1800,5018,m_EventDropRewards_v_0,92cabdcccccdca3e3851eca8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d10000da001a,194,0,0,0.0
835,5019,Power_Boss_Chapter2_02_02_03,10021,16,200,4,852,28,180,32,180,25,112,66,147,32,0,m_ResistAilment_v_0,10062,20189,0,0,5019,m_EventDropRewards_v_0,92ca3e99999aca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
836,5020,Power_Boss_Chapter3_01_02,20112,16,200,6,3150,32,180,26,180,19,93,79,148,32,0,m_ResistAilment_v_0,19,403,150,1000,5020,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
837,5021,Power_Boss_Chapter3_01_03,20112,17,200,7,3428,24,195,26,195,19,93,79,148,32,0,m_ResistAilment_v_0,19,403,175,1200,5021,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
838,5190,Power_Boss_Chapter3_01_04,20112,18,200,7,3745,32,210,26,210,19,93,79,148,36,0,m_ResistAilment_v_0,19,403,200,1400,5190,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
839,5022,Power_Boss_Chapter3_01_01,10024,18,200,9,6500,50,235,20,230,18,100,95,176,36,0,m_ResistAilment_v_0,10021,10032,300,2000,5022,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
840,5186,Power_Boss_Chapter3_01_01_02,10024,19,200,10,7000,50,240,20,235,18,105,95,176,36,0,m_ResistAilment_v_0,10072,10051,325,2250,5186,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
841,5187,Power_Boss_Chapter3_01_01_03,10024,20,200,11,7500,50,245,20,240,18,110,95,176,38,0,m_ResistAilment_v_0,10073,10052,350,2500,5187,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
842,5023,Power_Boss_Chapter3_02_01,10025,20,200,12,7000,50,250,24,240,27,115,93,176,38,0,m_ResistAilment_v_0,10022,10033,0,0,5023,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
843,5157,Power_Boss_Chapter3_02_02,10025,22,200,13,7500,50,270,24,255,27,120,93,176,40,0,m_ResistAilment_v_0,10080,10057,0,0,5157,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
844,5158,Power_Boss_Chapter3_02_03,10025,24,200,14,8000,50,290,24,270,27,125,93,176,44,0,m_ResistAilment_v_0,10081,10058,0,0,5158,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
845,5024,Power_Boss_Chapter3_03_01,10026,20,200,14,11500,50,330,24,285,29,120,95,176,38,0,m_ResistAilment_v_0,10023,10044,450,3500,5024,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
846,5159,Power_Boss_Chapter3_03_02,10026,22,200,15,12500,50,360,24,300,29,125,95,176,40,0,m_ResistAilment_v_0,10082,10059,500,3750,5159,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
847,5160,Power_Boss_Chapter3_03_03,10026,24,200,16,13500,50,390,24,315,29,130,95,176,44,0,m_ResistAilment_v_0,10083,10060,550,4000,5160,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
848,5025,Fame_Boss_Chapter1_01_01,10027,6,200,5,1880,50,105,16,105,12,78,61,107,14,0,m_ResistAilment_v_0,10008,10020,100,1000,5025,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d00000da001a,194,0,0,0.0
849,5026,Fame_Boss_Chapter1_02_01,10028,6,200,5,1461,50,105,16,105,12,78,61,107,14,0,m_ResistAilment_v_0,10009,10021,0,0,5026,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
850,5161,Fame_Boss_Chapter1_01_02,10027,10,200,7,2600,14,135,17,135,13,78,62,124,18,0,m_ResistAilment_v_0,10063,20190,125,1000,5161,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d00000da001a,194,0,0,0.0
851,5162,Fame_Boss_Chapter1_02_02,10028,10,200,7,2000,14,135,17,135,13,78,62,124,18,0,m_ResistAilment_v_0,10064,20191,0,0,5162,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
852,5163,Fame_Boss_Chapter1_01_03,10027,12,200,7,3100,18,170,19,170,15,83,64,131,26,0,m_ResistAilment_v_0,10065,20192,150,1000,5163,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d00000da001a,194,0,0,0.0
853,5164,Fame_Boss_Chapter1_02_03,10028,12,200,7,2500,18,170,19,170,15,83,64,131,26,0,m_ResistAilment_v_0,10066,20193,0,0,5164,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
854,5027,Fame_Boss_Chapter2_01_01,10029,14,200,8,7125,28,250,25,250,19,108,66,133,29,0,m_ResistAilment_v_0,10012,10026,200,1500,5027,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d10000da001a,194,0,0,0.0
855,5028,Fame_Boss_Chapter2_01_01_02,10030,16,200,10,7345,28,260,29,260,22,114,66,145,32,0,m_ResistAilment_v_0,10067,20194,225,1650,5028,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d10000da001a,194,0,0,0.0
856,5029,Fame_Boss_Chapter2_01_01_03,10031,18,200,10,7532,28,265,32,265,25,120,66,147,36,0,m_ResistAilment_v_0,10068,20195,250,1800,5029,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d10000da001a,194,0,0,0.0
857,5030,Fame_Boss_Chapter3_01_01,10032,20,200,10,6500,50,240,24,250,20,136,93,176,38,0,m_ResistAilment_v_0,10024,10023,0,0,5030,m_EventDropRewards_v_0,92cabd4ccccdca3d4ccccda8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
858,5165,Fame_Boss_Chapter3_01_02,10032,22,200,10,7000,50,260,24,270,20,136,93,176,40,0,m_ResistAilment_v_0,10084,10061,0,0,5165,m_EventDropRewards_v_0,92cabd4ccccdca3d4ccccda8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
859,5166,Fame_Boss_Chapter3_01_03,10032,24,200,10,7500,50,280,24,290,20,136,93,176,44,0,m_ResistAilment_v_0,10085,10062,0,0,5166,m_EventDropRewards_v_0,92cabd4ccccdca3d4ccccda8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
860,5031,Fame_Boss_Chapter3_02_01,10033,20,200,13,13000,50,300,26,310,28,136,95,176,38,0,m_ResistAilment_v_0,10025,10024,450,3500,5031,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
861,5167,Fame_Boss_Chapter3_02_02,10033,22,200,15,14500,50,320,26,330,28,136,95,176,40,0,m_ResistAilment_v_0,10091,10063,500,3750,5167,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
862,5168,Fame_Boss_Chapter3_02_03,10033,24,200,15,16000,50,340,26,350,28,136,95,176,44,0,m_ResistAilment_v_0,10092,10064,550,4000,5168,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d107d2d103e900da001a,194,0,0,0.0
863,5032,AllMASTER_Boss_Chp1_01_01,10034,30,200,12,13000,50,300,43,300,36,143,100,179,57,0,m_ResistAilment_v_0,10026,10034,6000,8000,5032,m_EventDropRewards_v_0,92ca00000000ca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
864,5033,AllMASTER_Boss_Chp1_01_02,10035,30,200,5,5000,50,225,43,225,36,145,96,179,57,0,m_ResistAilment_v_0,10027,10035,0,0,5033,m_EventDropRewards_v_0,92ca3f19999aca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
865,5034,AllMASTER_Boss_Chp1_01_03,10035,30,200,5,5000,50,225,43,225,36,145,96,179,57,0,m_ResistAilment_v_0,10027,10035,0,0,5034,m_EventDropRewards_v_0,92ca3f19999aca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
866,5035,AllMASTER_Boss_Chp2_01_01,10037,35,200,12,20000,50,400,50,400,42,153,105,193,63,0,m_ResistAilment_v_0,10015,10027,8000,10800,5035,m_EventDropRewards_v_0,92cabdcccccdca3dcccccda8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
867,5191,AllMASTER_Boss_Chp2_01_02,10064,35,200,5,3200,46,230,45,230,40,150,100,180,63,0,m_ResistAilment_v_0,10096,10067,0,0,5191,m_EventDropRewards_v_0,92ca3ecccccdca3df5c28fa8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
868,5192,AllMASTER_Boss_Chp2_01_03,10064,35,200,5,3200,46,230,45,230,40,150,100,180,63,0,m_ResistAilment_v_0,10096,10067,0,0,5192,m_EventDropRewards_v_0,92ca3ecccccdca3df5c28fa8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
869,5036,AllMASTER_Boss_Chp3_01_01,10038,36,200,5,1200,74,264,52,264,45,160,110,201,63,0,m_ResistAilment_v_0,10029,10037,200,500,5036,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
870,5037,AllMASTER_Boss_Chp3_01_02,10039,36,200,5,1200,74,264,52,264,45,160,110,201,63,0,m_ResistAilment_v_0,10028,10036,200,500,5037,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
871,5038,AllMASTER_Boss_Chp3_02_01,10040,40,200,7,20000,50,312,54,312,47,163,113,205,71,0,m_ResistAilment_v_0,10030,10038,16000,12000,5038,m_EventDropRewards_v_0,92ca00000000ca3dcccccda8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
872,5039,AllMASTER_Boss_Chp3_02_02,10041,40,200,5,4000,50,286,54,286,47,163,113,205,71,0,m_ResistAilment_v_0,10031,10039,0,0,5039,m_EventDropRewards_v_0,92ca3ecccccdca3df5c28fa8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
873,5040,AllMASTER_Boss_Chp3_02_03,10041,40,200,5,4000,50,286,54,286,47,163,113,205,71,0,m_ResistAilment_v_0,10031,10039,0,0,5040,m_EventDropRewards_v_0,92ca3ecccccdca3df5c28fa8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
874,5041,AllMASTER_Boss_Chp4_01_01,10043,43,200,14,27000,84,484,57,484,50,177,101,219,75,0,m_ResistAilment_v_0,10046,20177,20000,14000,5041,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
875,5043,AllMASTER_Boss_Chp5_01_01,10045,48,200,12,30000,94,840,30,504,20,114,124,233,83,0,m_ResistAilment_v_0,10036,10046,22000,15000,5043,m_EventDropRewards_v_0,92ca3dcccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
876,5044,AllMASTER_Boss_Chp5_02_01,10046,50,200,10,35000,94,576,30,456,30,152,124,233,92,0,m_ResistAilment_v_0,10037,20168,24000,16000,5044,m_EventDropRewards_v_0,92cabecccccdca3d8f5c29a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
877,5045,AllMASTER_Boss_Chp5_02_02,10047,50,200,5,5000,94,384,30,384,20,141,124,233,92,0,m_ResistAilment_v_0,10038,20169,0,0,5045,m_EventDropRewards_v_0,92ca3e4ccccdca3dcccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
878,5046,AllMASTER_Boss_Chp5_02_03,10047,50,200,5,5000,94,384,30,384,20,141,124,233,92,0,m_ResistAilment_v_0,10038,20169,0,0,5046,m_EventDropRewards_v_0,92ca3e4ccccdca3dcccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
879,5047,AllMASTER_Boss_Chp5_03_01,10049,50,200,13,180000,50,900,60,900,60,1,124,233,44,0,m_ResistAilment_v_0,10039,20170,0,0,5047,m_EventDropRewards_v_0,92ca00000000ca3d75c28fa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
880,5048,AllMASTER_Boss_Chp6_01_01,10050,53,200,12,40000,110,613,50,605,45,148,135,234,102,0,m_ResistAilment_v_0,10040,20171,40000,16800,5048,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
881,5140,AllMASTER_Boss_Chp6_02_01,10059,55,200,7,3000,92,347,81,237,81,999,152,253,113,0,m_ResistAilment_v_0,10041,20172,0,0,5140,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
882,5141,AllMASTER_Boss_Chp6_02_02,10059,55,200,7,3000,92,347,81,237,81,999,152,253,113,0,m_ResistAilment_v_0,10041,20172,0,0,5141,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
883,5142,AllMASTER_Boss_Chp6_02_03,10059,55,200,7,3000,92,347,81,237,81,999,152,253,113,0,m_ResistAilment_v_0,10041,20172,0,0,5142,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
884,5049,AllMASTER_Boss_Chp7_01_01,10051,58,200,10,66666,108,800,71,800,71,188,160,253,125,0,m_ResistAilment_v_0,10042,20173,60000,18400,5049,m_EventDropRewards_v_0,92ca3e4ccccdca3e19999aa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
885,5050,AllMASTER_Boss_Chp8_01_01,10052,65,200,12,50000,120,672,83,576,83,213,172,267,125,0,m_ResistAilment_v_0,10094,10066,70000,20000,5050,m_EventDropRewards_v_0,92cabecccccdca3d8f5c29a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
886,5051,AllMASTER_Boss_Chp8_01_02,10053,65,200,7,6500,120,432,72,408,72,195,150,240,125,0,m_ResistAilment_v_0,10038,20169,0,0,5051,m_EventDropRewards_v_0,92ca3e4ccccdca3dcccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
887,5052,AllMASTER_Boss_Chp8_01_03,10053,65,200,7,6500,120,432,72,408,72,195,150,240,125,0,m_ResistAilment_v_0,10038,20169,0,0,5052,m_EventDropRewards_v_0,92ca3e4ccccdca3dcccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
888,5053,AllMASTER_Boss_Chp8_02_01,10055,65,200,99,88888,120,750,65,750,65,200,250,280,125,0,m_ResistAilment_v_0,10043,20174,0,0,5053,m_EventDropRewards_v_0,92ca00000000ca3d75c28fa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
889,5054,AllMASTER_Boss_Chp8_03_01,10056,65,200,15,145000,120,810,75,810,75,205,300,290,125,0,m_ResistAilment_v_0,10044,20175,0,0,5054,m_EventDropRewards_v_0,92ca3dcccccdca3e116873a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,9300d103e900da001a,194,0,0,0.0
890,5055,AllMASTER_Boss_Chp8_04_01,10057,65,200,15,185000,120,840,90,840,90,195,310,300,125,0,m_ResistAilment_v_0,10045,20176,200000,30000,5055,m_EventDropRewards_v_0,92ca3dcccccdca3df5c28fa8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,9300d103e900da001a,194,0,0,0.0
891,5136,AllMASTER_Boss_Chp0_01_01,10058,25,200,18,30000,46,380,42,380,36,108,108,169,46,0,m_ResistAilment_v_0,10035,10045,3200,6400,5136,m_EventDropRewards_v_0,92ca3e4ccccdca3e147ae1a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
892,5188,AllMASTER_Boss_Chp9_01_01,10062,65,200,10,50000,120,840,83,840,83,213,172,267,125,0,m_ResistAilment_v_0,10095,50263,90000,20000,5188,m_EventDropRewards_v_0,92ca00000000ca00000000a8,1,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
893,5056,AllMASTER_Boss_Chp8_ESW,10066,65,200,10,46000,120,745,73,780,67,187,137,261,125,0,m_ResistAilment_v_0,10097,10068,0,0,5056,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103ea2900da001a,194,0,0,0.0
894,5057,AllMASTER_Boss_Chp8_ESF,10067,65,200,10,48000,120,780,73,745,67,187,137,261,125,0,m_ResistAilment_v_0,10098,10069,0,0,5057,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103ec2900da001a,194,0,0,0.0
895,5058,AllMASTER_Boss_Chp8_ESP,10068,65,200,10,44000,120,780,73,745,67,187,137,261,125,0,m_ResistAilment_v_0,10099,10070,0,0,5058,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103eb2900da001a,194,0,0,0.0
896,5059,AllMASTER_Boss_Chp8_ESWP,10069,65,200,10,25000,120,745,73,780,67,187,137,261,125,0,m_ResistAilment_v_0,10105,10071,0,0,5059,m_EventDropRewards_v_0,92ca3e4ccccdca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103ea2900da001a,194,0,0,0.0
897,5060,AllMASTER_Boss_Chp8_ESFP,10070,65,200,10,23000,120,780,73,745,67,187,137,261,125,0,m_ResistAilment_v_0,10106,10072,0,0,5060,m_EventDropRewards_v_0,92ca3e4ccccdca3d4ccccda8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103ec2900da001a,194,0,0,0.0
